semana,dia,enfoque,fase_semana,bloque,ejercicio,series,reps_o_tiempo,,carga_sugerida,rpe_rir,tempo,descanso,objetivo,regla_tendon_24h,progresion,notas
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Principal,Squat libre,4,6,,95,RIR 2,3-1-1,2-4 min,Hipertrofia/fuerza basada en 100x7,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No grinder; si la espalda baja molesta, cambia a hack de la fila siguiente."
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Alternativa si no hay squat,Hack squat,4,8,,107,RIR 2,3-1-2,2-3 min,Mismo objetivo con más estabilidad,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Usa esta fila solo si ese día no haces squat libre.
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Isquio sentado,4,10,,50,RIR 2,3-1-2,90-120 s,Isquios y protección de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s abajo/contraído.
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio tendón,Extensión de cuadriceps slow,3,12-15,,ligero-moderado,RIR 3,3-1-3,90 s,HSR ligero/moderado para tendón de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Rango sin dolor; no bloquear agresivo.
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Pantorrilla de pie o prensa,4,12-15,,15-25 kg o 25 lb+,RIR 2-3,3-1-2,60-90 s,Tendón Aquiles/pantorrilla e hipertrofia,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube por reps antes de subir carga.
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Core,Plancha / dead bug,3,30-45 s,,BW,controlado,controlado,60 s,Estabilidad para sentadilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sin dolor lumbar.
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Skill controlado,Handstand lean,5,25 s,,BW,técnico,controlado,60-90 s,Tolerancia de muñeca/hombro sin fatiga excesiva,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Corta serie antes de perder posición.
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Skill excéntrico,Negative lean,4,6,,BW,RIR 2-3,5 s negativa,60-90 s,Control excéntrico hombro/escápula,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Bajada de 5s; cero rebotes.
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Técnica,Muscle-up en anillas - práctica,5,2 reps técnicas,,banda si hace falta,RIR 3,controlado,2-3 min,Mantener habilidad sin irritar codo/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo. Si sientes tendón, cambia por transición en anillas bajas."
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Shoulder press ligero,3,10,,34,RIR 2-3,3-1-2,90-120 s,Volumen técnico adicional de hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Debe sentirse fácil y limpio.
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Elevación lateral,3,15-20,,ligero,RIR 3-4,2-1-2,60 s,Hipertrofia deltoide sin mucho estrés articular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",No balancear.
6,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Reacumulación: vuelve a cargas útiles, RIR 2",Prehab,YTWL / trap 3 raise,2-3,12-15,,muy ligero,RIR 4,2-1-2,45-60 s,Escápula y manguito rotador,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Calidad > peso.
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Tendón/activación,"Isométrico empuje mid-range (pared o barra, sin dolor)",3-5,30-45 s,,40-60% esfuerzo,dolor <=3/10,isométrico,60-90 s,Analgesia y tolerancia de tendón antes de empujar,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codo/hombro en posición cómoda; no busques temblor máximo.
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Principal,Incline bench press,5,6,,72.5-75,RIR 2,3-1-1,2-3 min,Hipertrofia y fuerza submáxima basada en 70x10/80x5,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo; barra siempre rápida. Si hombro se siente raro, usa agarre un poco más cerrado."
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Accesorio,Peck deck,4,8-10,,65-67.5,RIR 2,3-1-2,90-120 s,Volumen de pecho con baja demanda técnica,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Mantén escápulas fijas; no estires agresivo abajo.
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Accesorio,Shoulder press,4,6-8,,40-41,RIR 2,3-1-1,2 min,Deltoide/press sin llegar al límite,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Recorrido limpio; si molesta, cambia a mancuernas o landmine."
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Accesorio controlado,Dips,3,8,,BW + 5 kg solo si codo/hombro 24h OK,RIR 2,3-1-2,2 min,Mantener patrón sin irritar tendón anterior/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Prohibido fallo las primeras 7 semanas; profundidad solo hasta donde no moleste.
7,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Pesada submáxima: baja reps, sin grinding",Prehab,Rotación externa banda/cable,3,15-20,,ligero,RIR 4,2-1-2,45-60 s,Manguito rotador y estabilidad escapular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Que queme músculo, no tendón/articulación."
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Tendón/activación,Isométrico curl martillo a 90°,3-5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Preparar tendón de bíceps/antebrazo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Muñeca neutra; si se irrita, cambia por agarre pronado."
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Principal,Supine pull-up / dominada supina,5,5,,BW + 15 kg,RIR 2,3-1-1,2-3 min,Mantener fuerza con menos estrés que tus +40 kg pesados,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Pecho hacia barra, bajada lenta; no busques fallo."
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Principal accesorio,Gironda row,4,8-10,,58,RIR 2,3-1-2,2 min,Volumen de dorsales/romboides basado en 54x10,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s contraído; evita tirones.
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Control escapular,Scap pull-ups,3,10-12,,BW,RIR 4,2-1-2,60-90 s,Técnica de dominada y descarga de codo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Solo movimiento escapular, brazos largos."
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Accesorio tendón,Hammer curl slow,2-3,12-15,,ligero-moderado,RIR 3-4,3-1-3,60-90 s,Carga lenta para tendón de codo/bíceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube peso solo si no hay dolor al día siguiente.
7,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Pesada submáxima: baja reps, sin grinding",Prehab,Face pull / rear delt,3,15-20,,ligero,RIR 4,2-1-2,60 s,Salud de hombro y postura,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codos altos sin dolor.
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Tendón/activación,Spanish squat o extensión isométrica,5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Tolerancia de tendón rotuliano/cuádriceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Ángulo cómodo; debe sentirse cuádriceps, no dolor punzante."
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Principal,Squat libre,4,5,,100,RIR 2,3-1-1,2-4 min,Hipertrofia/fuerza basada en 100x7,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No grinder; si la espalda baja molesta, cambia a hack de la fila siguiente."
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Alternativa si no hay squat,Hack squat,4,6-8,,110,RIR 2,3-1-2,2-3 min,Mismo objetivo con más estabilidad,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Usa esta fila solo si ese día no haces squat libre.
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Accesorio,Isquio sentado,4,8-10,,50-55,RIR 2,3-1-2,90-120 s,Isquios y protección de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s abajo/contraído.
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Accesorio tendón,Extensión de cuadriceps slow,3,12-15,,ligero-moderado,RIR 3,3-1-3,90 s,HSR ligero/moderado para tendón de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Rango sin dolor; no bloquear agresivo.
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Accesorio,Pantorrilla de pie o prensa,4,12-15,,15-25 kg o 25 lb+,RIR 2-3,3-1-2,60-90 s,Tendón Aquiles/pantorrilla e hipertrofia,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube por reps antes de subir carga.
7,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Pesada submáxima: baja reps, sin grinding",Core,Plancha / dead bug,3,30-45 s,,BW,controlado,controlado,60 s,Estabilidad para sentadilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sin dolor lumbar.
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Skill controlado,Handstand lean,6,20-25 s,,BW,técnico,controlado,60-90 s,Tolerancia de muñeca/hombro sin fatiga excesiva,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Corta serie antes de perder posición.
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Skill excéntrico,Negative lean,4,7,,BW,RIR 2,5 s negativa,60-90 s,Control excéntrico hombro/escápula,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Bajada de 5s; cero rebotes.
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Técnica,Muscle-up en anillas - práctica,6,2 reps técnicas,,banda si hace falta,RIR 2-3,controlado,2-3 min,Mantener habilidad sin irritar codo/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo. Si sientes tendón, cambia por transición en anillas bajas."
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Accesorio,Shoulder press ligero,3,8,,36,RIR 2,3-1-2,90-120 s,Volumen técnico adicional de hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Debe sentirse fácil y limpio.
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Accesorio,Elevación lateral,3,15-20,,ligero,RIR 3-4,2-1-2,60 s,Hipertrofia deltoide sin mucho estrés articular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",No balancear.
7,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Pesada submáxima: baja reps, sin grinding",Prehab,YTWL / trap 3 raise,2-3,12-15,,muy ligero,RIR 4,2-1-2,45-60 s,Escápula y manguito rotador,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Calidad > peso.
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Tendón/activación,"Isométrico empuje mid-range (pared o barra, sin dolor)",3-5,30-45 s,,40-60% esfuerzo,dolor <=3/10,isométrico,60-90 s,Analgesia y tolerancia de tendón antes de empujar,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codo/hombro en posición cómoda; no busques temblor máximo.
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Principal,Incline bench press,3,8-10,,67.5-70,RIR 1-2,3-1-1,2-3 min,Hipertrofia y fuerza submáxima basada en 70x10/80x5,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo; barra siempre rápida. Si hombro se siente raro, usa agarre un poco más cerrado."
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Peck deck,3,12,,60,RIR 2,3-1-2,90-120 s,Volumen de pecho con baja demanda técnica,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Mantén escápulas fijas; no estires agresivo abajo.
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Shoulder press,3,10,,34-36,RIR 2,3-1-2,2 min,Deltoide/press sin llegar al límite,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Recorrido limpio; si molesta, cambia a mancuernas o landmine."
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio controlado,Dips,2,AMRAP dejando 2 reps,,BW,RIR 2,2-1-2,2 min,Mantener patrón sin irritar tendón anterior/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Prohibido fallo las primeras 7 semanas; profundidad solo hasta donde no moleste.
8,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Prehab,Rotación externa banda/cable,3,15-20,,ligero,RIR 4,2-1-2,45-60 s,Manguito rotador y estabilidad escapular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Que queme músculo, no tendón/articulación."
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Tendón/activación,Isométrico curl martillo a 90°,3-5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Preparar tendón de bíceps/antebrazo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Muñeca neutra; si se irrita, cambia por agarre pronado."
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Principal,Supine pull-up / dominada supina,3,8,,BW + 5 kg,RIR 2,3-1-2,2-3 min,Mantener fuerza con menos estrés que tus +40 kg pesados,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Pecho hacia barra, bajada lenta; no busques fallo."
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Principal accesorio,Gironda row,3,12,,52-54,RIR 2,3-1-2,2 min,Volumen de dorsales/romboides basado en 54x10,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s contraído; evita tirones.
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Control escapular,Scap pull-ups,3,10-12,,BW,RIR 4,2-1-2,60-90 s,Técnica de dominada y descarga de codo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Solo movimiento escapular, brazos largos."
